🇨🇳•欣赏,#genre#
VIUTV6,http://173.211.42.73:8278/viusix_twn/playlist.m3u8?tid=MD7D9950629799506297&ct=19234&tsum=83ba3013be3e325b775bcd348b38eab1
天映頻道,http://173.211.42.73:8278/Celestial/playlist.m3u8?tid=MB0B9965728799657287&ct=19234&tsum=58be4ca2b0bc94038a6bc33b46fcf71f
澳门莲花,http://120.84.96.53:808/hls/24/index.m3u8
翡翠台,http://120.84.96.53:808/hls/25/index.m3u8
凤凰资讯,http://120.84.96.53:808/hls/28/index.m3u8
明珠台,http://120.84.96.53:808/hls/26/index.m3u8
凤凰中文,http://120.84.96.53:808/hls/29/index.m3u8
东森电影,http://120.84.96.53:808/hls/32/index.m3u8
龙祥时代,http://120.84.96.53:808/hls/35/index.m3u8
星空卫视,http://120.84.96.53:808/hls/79/index.m3u8
凤凰香港,http://120.84.96.53:808/hls/81/index.m3u8
CCM,http://120.84.96.53:808/hls/85/index.m3u8
无线财经,http://120.84.96.53:808/hls/86/index.m3u8
香港开电视,https://cdn.hklive.tv/xxxx/77/index.m3u8
无线新闻台,https://cdn.hklive.tv/xxxx/83/index.m3u8
翡翠台,http://218.16.100.210:8880/hls/61/index.m3u8
翡翠台1,https://cdn.hklive.tv/xxxx/81/index.m3u8
J2,https://cdn.hklive.tv/xxxx/82/index.m3u8
ViuTV,https://cdn.hklive.tv/xxxx/99/index.m3u8
无线财经资讯台,https://cdn.hklive.tv/xxxx/85/index.m3u8
香港国际财经台,https://cdn.hklive.tv/xxxx/76/index.m3u8
明珠台,https://cdn.hklive.tv/xxxx/84/index.m3u8
ViuTV6,https://cdn.hklive.tv/xxxx/96/index.m3u8
CH78,https://cdn.hklive.tv/xxxx/78/index.m3u8
RHK31,https://cdn.hklive.tv/xxxx/31/index.m3u8
RHK32,https://cdn.hklive.tv/xxxx/32/index.m3u8
RHK33,https://cdn.hklive.tv/xxxx/33/index.m3u8
RHK34,https://cdn.hklive.tv/xxxx/34/index.m3u8
TVBS新闻台,http://173.211.42.73:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777
中天新闻,http://173.211.42.73:8278/ctinews/playlist.m3u8?tid=MA4A1988185419881854&ct=19234&tsum=c813889a5aa08307ed2da85640a5280b
中视新闻,http://173.211.42.73:8278/zhongshinews_twn/playlist.m3u8?tid=MECE2153391221533912&ct=19234&tsum=fe5df13ec0ca4298acf881a53128f2cd
东森新闻,http://173.211.42.73:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
东森财经新闻,http://173.211.42.73:8278/ettvcaijing_twn/playlist.m3u8?tid=MEFE2625686426256864&ct=19234&tsum=c294dfaad2db8dd9c4cf483c6888b31b
民视新闻台,http://173.211.42.73:8278/ftvnew_taiwan/playlist.m3u8?tid=MF1F9892989898929898&ct=19234&tsum=454a768519608690638d11c0258cdcbe
年代新闻,http://173.211.42.73:8278/niandainews_twn/playlist.m3u8?tid=ME7E9182640991826409&ct=19234&tsum=4bc66c7c1f629232c2c2ce6aa7d024a5
台视新闻,http://173.211.42.73:8278/ttvnews_twn/playlist.m3u8?tid=MBBB6637589866375898&ct=19234&tsum=d2c641a325bf02e0b68c4f245e0165b0
非凡新闻,http://173.211.42.73:8278/feifannews_twn/playlist.m3u8?tid=MACA3363565933635659&ct=19234&tsum=ec8caeb654e3121f9bb3ed39b1759999
中天亚洲台,http://173.211.42.73:8278/ctiasia_twn/playlist.m3u8?tid=MBDB2043146120431461&ct=19234&tsum=ba6deb1dd785ef48ec39eda87a905fb6
三立台湾,http://173.211.42.73:8278/sanlitaiwan/playlist.m3u8?tid=ME7E5710318957103189&ct=19234&tsum=27cd334ffa44397f8721364a0047734a
HKC新闻,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ktDLel3Ktwq9Rak_osB-LXQ
无线新闻,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8klaALHIb0ST8yJVtHQhscLM
NOW新闻,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kjY43bRS4Gscleu3NaooMHA
翡翠台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kg-mRL1IlbS60wGKgPRnXpw
Viutv,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kvMHGQdUacwfa-Y5lPxa5Os
HKC直播,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kqIonNZ9A0I4_2OEXrAoMPw
港台电视31,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8knUOoVMZCgj-dDpZHIj-dbI
港台电视32,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kinMGcuIVWMSWjbDuvthn0E
J2,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kuRjq8inV5EpsdPRKAitAmA
HKC财经台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8krXbeGb_StF4VwqODnQ_YBI
HKC财经,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ksPihKbd3Zkv6h2wjITNpFo
无线财经,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kiGg09F8WLkplFWDRvUUvFY
Now财经台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kijYD2uyA6yCnJ0RFH7xN_4
TVB娱乐新闻台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ksAGSeyDbHUOx40mvAptOT4
HKC综合娱乐,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ktol1xiXg5sRu-cOdIKzYYA
TVB星河,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8klU5dt5qiEcio-xcwLD5Ctc
TVB千禧經典台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8km_JaKqKiRMbDYYhu8tNvwE
TVB明珠台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kkACVsLQ_g6VXW-SD0zVp9g
Viutv 6,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kkjMJ3F7eYlCD_BjVP1F4nY
TVB18台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ktuWxTbvY9o5DvVtFOz6qlQ
HKC603,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ko6lu6rIumTB3is2FRR60hc
HKC603,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8khvSCjb9l4Y5bKo37a02nX0
HKC电影,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8klEc1n6K1ry0auBLzW73N1U
Now爆谷台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kpmrYoAjbvBnz_6fDZxLuto
美亚电影,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kp0m60HFUg9zAtxeYrWnwZs
美亚电影,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kuIq5eWig0UYQrWwOd2gIRc
港版美亚电影,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kgUluQiKVFw2dw70oiJqCmc
天映频道,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8knb-I3wYsLhVbG-M9Owvtqc
天映频道,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kuRuk-icy1sq-yY-p_UpprM
天映经典,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8krvTSa1IzmjMveHPwi-jEOE
卫视电影台,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kvrwPk-0RnZip5AZI_mur1U
卫视中文,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8khYeETawX6n0GcRlhsOkUoo
卫视西片,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kvkK0P-ua84bJAweAFiR0wo
东森电影,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kgeDB8Pc2ipJUi2ry7_1h7c
东森洋片,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8ko84dRmQve_XvmaZZpEr0Tk
东森戏剧,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8khLTXpCsA0CqQY-mPeE568g
龙华洋片,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kkkPowej-RC8uKCl5v03LP8
龙翔时代,http://hs.crtvhstv.xyz:80/play/WJ2FfABYjXmtFvha8EO8kh1F0NK-oWmYQ6kl9zmTP_E
TVB·无线新闻,http://61.222.202.191/niu.php?id=73&p=0
TVB·无线新闻,http://61.222.202.191/niu.php?id=73&p=4
TVB·无线财经,http://61.222.202.191/niu.php?id=79&p=1
TVB·无线财经,http://61.222.202.191/niu.php?id=79&p=5
台视,http://61.222.202.191/niu.php?id=45&p=1
华视,http://61.222.202.191/niu.php?id=46&p=1
中视,http://61.222.202.191/niu.php?id=47&p=1
TVBS·新闻,http://61.222.202.191/niu.php?id=38&p=1
民视新闻,http://61.222.202.191/niu.php?id=5&p=0
寰宇新闻,http://61.222.202.191/niu.php?id=85&p=2
年代新闻,http://61.222.202.191/niu.php?id=7&p=0
三立新闻,http://61.222.202.191/niu.php?id=26&p=1
东森新闻,http://61.222.202.191/niu.php?id=33&@61.222.202.191/niu.php?id=10&p=0
纬来综合,http://61.222.202.191/niu.php?id=12&p=0
纬来体育,http://61.222.202.191/niu.php?id=11&p=1
纬来电影,http://61.222.202.191/niu.php?id=9&p=0
好莱坞电影,http://61.222.202.191/niu.php?id=54&p=0
翡翠台,http://120.84.96.195:808/hls/25/index.m3u8
明珠台,http://120.84.96.195:808/hls/26/index.m3u8
J2,http://120.84.96.195:808/hls/86/index.m3u8
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
午夜影院,https://pull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院,https://pull.kktv8.com/livekktv/99350550/playlist.m3u8
澳门莲花,http://120.84.96.195:808/hls/24/index.m3u8
东森电影,http://120.84.96.195:808/hls/32/index.m3u8
东森洋片,http://120.84.96.195:808/hls/33/index.m3u8
龙翔电影,http://120.84.96.195:808/hls/35/index.m3u8
天映经典,http://120.84.96.195:808/hls/85/index.m3u8
星空卫视,http://120.84.96.195:808/hls/79/index.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
TVB星河,http://113.64.147.60:808/hls/135/index.m3u8
TVB星河,http://113.64.147.65:808/hls/135/index.m3u8
TVB星河,http://113.64.147.75:808/hls/135/index.m3u8
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/95ea73e414b14b7ea6406050a5293f17/playlist_ssaiM.m3u8
Pearl,http://27.47.71.64:808/hls/37/index.m3u8
Pearl,http://27.47.71.84:808/hls/37/index.m3u8
无线新闻台,http://kkmix2.f3322.net:771/hls/ch2/s.m3u8
Pearl,http://120.84.96.75:808/hls/26/index.m3u8
Pearl,http://120.84.96.76:808/hls/26/index.m3u8
J2,http://120.84.96.75:808/hls/86/index.m3u8
HTV3,https://livecdn.fptplay.net/sdb/htv3_hls.smil/chunklist_b2500000.m3u8
HTV4,https://livecdn.fptplay.net/sdb/htv4_hls.smil/chunklist_b2500000.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门Macau,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳门Macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳门Macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳门Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://61.244.22.4/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://61.244.22.4/ch4/sport_ch4.live/master.m3u8
TVBS新闻台,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
卫视中文台,http://61.219.170.95:18522/hls/62/804/ch05.m3u8
卫视电影台,http://61.219.170.95:18529/hls/62/804/ch07.m3u8
星卫电影台,http://50.7.220.74:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2
纬来戏剧,http://61.219.170.95:18557/http/192.168.1.9:8081/hls/69/811/ch33.m3u8
纬来戏剧,http://61.219.170.95:18557/hls/69/811/ch33.m3u8
东森超视,http://61.219.170.95:18555/hls/64/806/ch14.m3u8
年代MUCH,http://61.219.170.95:18558/hls/72/814/ch45.m3u8
中天娱乐,http://61.219.170.95:18521/hls/67/809/ch26.m3u8
台视,http://61.219.170.95:18543/hls/72/814/ch46.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
八大综合台,http://61.219.170.95:18517/hls/66/808/ch21.m3u8
八大第1台,http://61.219.170.95:18539/hls/66/808/ch22.m3u8
纬来综合,http://61.219.170.95:18540/hls/68/810/ch32.m3u8
龙华戏剧,http://61.219.170.95:18507/hls/210/10010/cstv10.m3u8
龙华偶像,http://61.219.170.95:18573/hls/210/10012/cstv12.m3u8
龙华电影,http://61.219.170.95:18574/hls/210/10014/cstv14.m3u8
民视,rtmp://59.124.75.150/sat/tv051
台视,rtmp://59.124.75.150/sat/tv071
中视,rtmp://59.124.75.150/sat/tv091
华视,rtmp://59.124.75.150/sat/tv111
民视,rtmp://219.80.97.25/sat/tv051
台视,rtmp://219.80.97.25/sat/tv071
中视,rtmp://219.80.97.25/sat/tv091
民视,rtmp://59.124.75.138/sat/tv051
民视,rtmp://59.124.75.157/sat/tv051
台视,rtmp://59.124.75.138/sat/tv071
台视,rtmp://59.124.75.157/sat/tv071
中视,rtmp://59.124.75.138/sat/tv091
中视,rtmp://59.124.75.157/sat/tv091
华视,rtmp://59.124.75.138/sat/tv111
华视,rtmp://59.124.75.157/sat/tv111
TVBS新闻,rtmp://59.124.75.138/sat/tv551
TVBS新闻,rtmp://59.124.75.157/sat/tv551
TVBS欢乐,rtmp://59.124.75.138/sat/tv421
TVBS欢乐,rtmp://59.124.75.157/sat/tv421
东森财经新闻,rtmp://59.124.75.150/sat/tv571
东森新闻,http://61.219.170.95:18512/.m3u8
中天新闻,http://61.219.170.95:18513/.m3u8
台视,http://61.219.170.95:18543/.m3u8
TVBS新闻,rtmp://59.124.75.150/sat/tv551
TVBS欢乐,rtmp://59.124.75.150/sat/tv421
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 TVBS新聞,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
AXN,http://61.219.170.95:18548/.m3u8
中天娱乐,http://61.219.170.95:18521/.m3u8
中天新闻,http://61.219.170.95:18513/.m3u8
浙江卫视,http://61.219.170.95:18534/.m3u8
亚洲旅游,http://61.219.170.95:18568/.m3u8
卫视中文台,http://61.219.170.95:18522/.m3u8
卫视电影台,http://61.219.170.95:18529/.m3u8
纬来综合,http://61.219.170.95:18540/.m3u8
纬来育乐,http://61.219.170.95:18541/.m3u8
纬来戏剧,http://61.219.170.95:18557/.m3u8
纬来日本,http://61.219.170.95:18524/.m3u8
台视,http://61.219.170.95:18543/.m3u8
厦门卫视,http://61.219.170.95:18531/.m3u8
人间卫视,,http://61.219.170.95:18561/.m3u8
年代MUCH,http://61.219.170.95:18558/.m3u8
民视新闻台,http://61.219.170.95:18563/.m3u8
龙华偶像,http://61.219.170.95:18573/.m3u8
龙华卡通,http://61.219.170.95:18600/.m3u8
龙华电影,http://61.219.170.95:18574/.m3u8
江苏卫视,http://61.219.170.95:8547/.m3u8
寰宇新闻台,http://61.219.170.95:18569/.m3u8
华龙戏剧,http://61.219.170.95:18507/.m3u8
湖南卫视,http://61.219.170.95:18536/.m3u8
海峡卫视,http://61.219.170.95:18533/.m3u8
国家地理TW,http://61.219.170.95:18501/.m3u8
凤凰资讯,http://61.219.170.95:18565/.m3u8
凤凰中文,http://61.219.170.95:18566/.m3u8
非凡商业,http://61.219.170.95:18510/.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
东森YOYO,http://61.219.170.95:18508/.m3u8
东森新闻,http://61.219.170.95:18512/.m3u8
东森超视,http://61.219.170.95:18555/.m3u8
东风卫视,http://61.219.170.95:18560/.m3u8
东方卫视,http://61.219.170.95:18535/.m3u8
大爱,http://61.219.170.95:18567/.m3u8
八大综合台,http://61.219.170.95:18517/.m3u8
八大第一台,http://61.219.170.95:18539/.m3u8
STARWORLD,http://61.219.170.95:18504/.m3u8
Star World,http://61.219.170.95:18504/.m3u8
NHK,http://61.219.170.95:18525/.m3u8
MOMO综合,http://61.219.170.95:18576/.m3u8
CNBC,http://61.219.170.95:18551/.m3u8
CCTV-4,http://61.219.170.95:8532/.m3u8
CCTV-13,http://61.219.170.95:18537/.m3u8
AXN,http://61.219.170.95:18548/.m3u8
Animax,http://61.219.170.95:18550/.m3u8
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
🇨🇳•广东,#genre#
广东珠江,http://218.17.216.102:9901/tsfile/live/1001_1.m3u8
广东公共,http://218.17.216.102:9901/tsfile/live/1003_1.m3u8
广东体育,http://218.17.216.102:9901/tsfile/live/1004_1.m3u8
广东经济,http://218.17.216.102:9901/tsfile/live/1006_1.m3u8
大湾区卫视,http://218.17.216.102:9901/tsfile/live/1007_1.m3u8
广东影视,http://218.17.216.102:9901/tsfile/live/1008_1.m3u8
深圳公共,http://218.17.216.102:9901/tsfile/live/1042_1.m3u8
深圳都市,http://218.17.216.102:9901/tsfile/live/1043_1.m3u8
深圳电视剧,http://218.17.216.102:9901/tsfile/live/1057_1.m3u8
深圳财经,http://218.17.216.102:9901/tsfile/live/1089_1.m3u8
广东珠江2,rtsp://183.59.144.18/PLTV/88888905/224/3221229811/10000100000000060000000009467087_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=%7E%7EV2.0%7EQRLIDngmxvSnsGioni22UA%7EJ3gS9YToknmjfQZedpYa3OsrE4kLrNtf-netp2UkspYUIlmz9LDm0sPe6KDxcMKnThY41s67Gsfd5PtG37Y_7h2YX6XyChgUU67PSsd_dks~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20190828180828%2C28265443%2C10.174.172.204%2C20190828180828%2C02000006000000052018092799000001%2C2826544320190828180828%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND&tenantId=8601
广东珠江1,http://183.63.15.42:9901/tsfile/live/0109_1.m3u8
中天新闻台,http://59.125.122.90:18513/.m3u8
有线新闻台,mitv://fccs.word-tv.com:9906/6258e930000d447111f903d1236f6fc8
无线新闻台,https://cdn.hklive.tv/xxxx/83/index.m3u8
翡翠台,http://218.16.100.210:8880/hls/61/index.m3u8
翡翠台1,https://cdn.hklive.tv/xxxx/81/index.m3u8
J2,https://cdn.hklive.tv/xxxx/82/index.m3u8
明珠台,http://120.84.96.57:808/hls/26/index.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
凤凰中文,http://120.84.96.57:808/hls/29/index.m3u8
凤凰资讯,http://120.84.96.57:808/hls/28/index.m3u8
凤凰香港,http://120.84.96.57:808/hls/81/index.m3u8
澳门莲花,http://120.84.96.57:808/hls/24/index.m3u8
东森电影,http://120.84.96.57:808/hls/32/index.m3u8
龙祥电影,http://120.84.96.57:808/hls/35/index.m3u8
天映经典,http://120.84.96.57:808/hls/85/index.m3u8
星空卫视,http://120.84.96.57:808/hls/79/index.m3u8
凤凰资讯,http://183.207.249.34/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
凤凰卫视,http://117.169.120.138:8080/live/fhchinese/.m3u8
凤凰卫视,http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰香港,http://183.207.249.34/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.35/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.35:80/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
